scorer,DLC_resnet50_DogTrain1Dec4shuffle1_150000,DLC_resnet50_DogTrain1Dec4shuffle1_150000,DLC_resnet50_DogTrain1Dec4shuffle1_150000,DLC_resnet50_DogTrain1Dec4shuffle1_150000,DLC_resnet50_DogTrain1Dec4shuffle1_150000,DLC_resnet50_DogTrain1Dec4shuffle1_150000,DLC_resnet50_DogTrain1Dec4shuffle1_150000,DLC_resnet50_DogTrain1Dec4shuffle1_150000,DLC_resnet50_DogTrain1Dec4shuffle1_150000,DLC_resnet50_DogTrain1Dec4shuffle1_150000,DLC_resnet50_DogTrain1Dec4shuffle1_150000,DLC_resnet50_DogTrain1Dec4shuffle1_150000
bodyparts,bodypart1,bodypart1,bodypart1,bodypart2,bodypart2,bodypart2,bodypart3,bodypart3,bodypart3,objectA,objectA,objectA
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
520,421.6186828613281,669.1636962890625,0.9998791217803955,417.1700134277344,654.6152954101562,0.9998337626457214,483.0368957519531,644.2273559570312,1.0,486.98333740234375,670.7860717773438,0.9999586343765259
521,423.2536926269531,668.97021484375,0.9999555349349976,417.4427795410156,654.5638427734375,0.9999386072158813,482.5716857910156,644.8364868164062,0.9999999403953552,487.3206481933594,670.34423828125,0.9999631643295288
522,422.9023742675781,669.1685180664062,0.9999778866767883,417.21942138671875,654.0257568359375,0.9999615550041199,481.4532165527344,645.0088500976562,1.0,487.929931640625,670.255126953125,0.9999769330024719
523,422.756591796875,669.1122436523438,0.9999869465827942,416.6911926269531,653.860107421875,0.9998793601989746,481.2268981933594,644.1940307617188,0.9999999403953552,488.6182556152344,669.8538208007812,0.9999810457229614
524,422.0191650390625,668.9313354492188,0.9999964833259583,414.3854064941406,655.3818359375,0.9992334246635437,481.1452331542969,643.7025146484375,0.9999998807907104,488.5226745605469,669.5955810546875,0.9999833703041077
525,421.6627502441406,668.9342041015625,0.9999905824661255,412.725830078125,660.4947509765625,0.9817963242530823,481.20428466796875,644.6220092773438,0.9999998807907104,488.6754150390625,669.60400390625,0.9999825358390808
526,422.06317138671875,669.1923217773438,0.9999614953994751,417.94464111328125,665.3085327148438,0.9594650864601135,481.3481750488281,644.5894775390625,0.9999998807907104,488.4982604980469,669.515625,0.9999893307685852
527,421.27392578125,668.4663696289062,0.9999892115592957,408.10650634765625,641.392822265625,0.9999670386314392,481.4053649902344,644.3314819335938,0.9999999403953552,488.5173034667969,669.6433715820312,0.9999902844429016
528,421.0569152832031,668.3756103515625,0.9999971389770508,407.22320556640625,637.4490966796875,0.999991238117218,481.6745910644531,643.6476440429688,0.9999998807907104,488.5697326660156,669.4984741210938,0.9999901056289673
529,421.20477294921875,668.31298828125,0.9999986886978149,408.8319396972656,641.6198120117188,0.9999452829360962,482.2695617675781,643.9664306640625,0.9999998807907104,488.1937561035156,669.9943237304688,0.9999861717224121
530,420.929443359375,669.1822509765625,0.9999954700469971,411.2329406738281,653.0770263671875,0.9986189603805542,482.7662353515625,644.2315673828125,0.9999998807907104,488.51226806640625,670.1763916015625,0.9999809861183167
531,421.3687438964844,669.4749145507812,0.9999902248382568,414.08154296875,652.5014038085938,0.9998817443847656,483.0541076660156,644.2058715820312,0.9999998807907104,489.6910705566406,670.2734985351562,0.9999707937240601
532,421.29339599609375,669.6666259765625,0.9999940395355225,414.3369445800781,652.5301513671875,0.9998323321342468,483.3366394042969,644.343017578125,0.9999999403953552,489.7817687988281,670.4422607421875,0.9999730587005615
533,421.5883483886719,669.7689208984375,0.9999879598617554,414.7546691894531,652.984619140625,0.9998273849487305,483.5969543457031,644.873779296875,1.0,489.84490966796875,670.48486328125,0.9999719858169556
534,421.6245422363281,669.0696411132812,0.9999950528144836,413.9560852050781,653.1640014648438,0.9996415972709656,483.9098205566406,644.798828125,0.9999998807907104,490.26983642578125,670.3524780273438,0.9999737739562988
535,421.66741943359375,669.02392578125,0.9999901056289673,412.9029846191406,659.68701171875,0.977548360824585,483.97149658203125,645.237548828125,0.9999997615814209,490.07391357421875,670.2628784179688,0.9999767541885376
536,422.18896484375,669.1825561523438,0.9999751448631287,414.2847595214844,661.7672729492188,0.993828296661377,484.0959777832031,645.1654663085938,0.9999997019767761,490.1048583984375,670.4180297851562,0.9999666213989258
537,421.0344543457031,668.7125244140625,0.9998393058776855,417.4079895019531,662.9827880859375,0.9995792508125305,484.1482849121094,644.9232788085938,0.9999997019767761,490.3175354003906,670.9021606445312,0.9999650716781616
538,420.8322448730469,668.719482421875,0.9997943043708801,417.702880859375,663.5257568359375,0.9995478391647339,484.093017578125,645.3236083984375,0.9999992847442627,489.28912353515625,671.5280151367188,0.9999643564224243
539,420.695068359375,668.7564086914062,0.9998151063919067,417.6773986816406,663.5823364257812,0.9991767406463623,483.8395690917969,644.7568359375,0.9999995231628418,488.8712463378906,671.5571899414062,0.9999828338623047
540,420.7981262207031,668.581298828125,0.9998599886894226,417.52410888671875,663.3347778320312,0.998674750328064,484.50457763671875,644.3684692382812,0.9999992847442627,488.77142333984375,671.4265747070312,0.9999839663505554
541,420.7868957519531,668.657958984375,0.9998869299888611,417.5159606933594,663.337646484375,0.9990007877349854,484.216796875,645.4144287109375,0.9999993443489075,489.06805419921875,671.41259765625,0.9999717473983765
542,421.0954895019531,668.810302734375,0.9997973442077637,417.85955810546875,663.4678344726562,0.9995402097702026,484.8253173828125,644.8592529296875,0.9999994039535522,490.5672607421875,670.62451171875,0.9999616146087646
543,421.3515930175781,668.6168823242188,0.9997795820236206,417.9274597167969,663.0223388671875,0.9994367361068726,485.90972900390625,644.5711059570312,0.9999991655349731,491.1820068359375,670.3855590820312,0.999962568283081
544,421.2989501953125,668.6319580078125,0.9997856616973877,417.71875,663.2289428710938,0.9992969632148743,487.3421630859375,644.62109375,0.9999933242797852,491.7095031738281,670.7374877929688,0.9999600648880005
545,421.156982421875,668.3651123046875,0.999753475189209,417.7684631347656,663.3964233398438,0.9988613724708557,489.1659240722656,642.2332763671875,0.9998472929000854,491.87689208984375,670.8140869140625,0.9999516010284424
546,421.8047180175781,668.5940551757812,0.9998804330825806,417.7345275878906,663.5537719726562,0.9949787855148315,490.3795471191406,639.8917846679688,0.998550534248352,490.5641784667969,670.054443359375,0.999961256980896
547,419.4018859863281,665.2136840820312,0.9999972581863403,411.74200439453125,660.3163452148438,0.6033018231391907,490.6626892089844,639.3621826171875,0.9990150928497314,490.2115173339844,670.1318969726562,0.9999609589576721
548,420.4140930175781,658.548583984375,0.9999987483024597,442.80804443359375,646.489013671875,0.9998338222503662,491.88726806640625,641.300048828125,0.9994332790374756,490.6794738769531,670.2328491210938,0.9999326467514038
549,417.3133239746094,653.0369262695312,0.9999669194221497,438.5492858886719,648.1572875976562,0.9999909996986389,491.7400817871094,641.5289306640625,0.9996076822280884,490.8424987792969,670.2234497070312,0.999931275844574
550,414.3785705566406,650.1199340820312,0.999893307685852,436.8622131347656,647.8623046875,0.9999953508377075,491.9394836425781,640.5787353515625,0.9995057582855225,490.6806335449219,670.2742309570312,0.9999301433563232
551,410.0409240722656,652.0682373046875,0.9999557733535767,438.45184326171875,647.8372802734375,0.9999931454658508,491.6628723144531,640.6455078125,0.9993407130241394,490.47161865234375,670.1435546875,0.9999428987503052
552,407.98699951171875,653.2283325195312,0.9999568462371826,441.173828125,645.2277221679688,0.9999873638153076,491.41729736328125,640.6995239257812,0.9993289709091187,490.7226867675781,670.2343139648438,0.9999439716339111
553,408.1451721191406,657.7479858398438,0.9999444484710693,441.2646484375,645.0648803710938,0.9999927282333374,491.6587829589844,640.8637084960938,0.9993627071380615,490.84381103515625,670.182861328125,0.9999402761459351
554,409.14013671875,659.5762939453125,0.9998385310173035,441.5516357421875,645.0303344726562,0.9999925494194031,491.2331237792969,640.8077392578125,0.9988144040107727,490.54901123046875,670.154541015625,0.9999368190765381
555,410.5768737792969,660.9594116210938,0.9990317225456238,442.89239501953125,644.8876953125,0.9999927282333374,490.56640625,641.3251342773438,0.9994207620620728,490.81854248046875,669.9974975585938,0.9999442100524902
556,409.8440856933594,661.6314086914062,0.9993081092834473,445.48590087890625,644.9298706054688,0.9999593496322632,490.4752502441406,641.5169067382812,0.998571515083313,490.8302307128906,669.9181518554688,0.999946117401123
557,410.04278564453125,662.0545043945312,0.998611330986023,445.57257080078125,644.9229125976562,0.9999556541442871,490.41632080078125,642.939208984375,0.9974966645240784,491.1315612792969,669.6873779296875,0.9999598264694214
558,409.6634216308594,661.7442016601562,0.9982450604438782,444.5170593261719,644.9586181640625,0.9999797344207764,489.7920227050781,644.4313354492188,0.992134153842926,491.08111572265625,669.3681640625,0.9999644756317139
559,407.4668884277344,660.1318969726562,0.9996079802513123,443.54534912109375,644.6428833007812,0.9999815821647644,487.39678955078125,647.643798828125,0.6728184223175049,490.55853271484375,669.6328735351562,0.9999487996101379
560,407.221435546875,660.1885986328125,0.9998557567596436,442.07318115234375,644.7376708984375,0.9999909996986389,482.4629821777344,657.5130615234375,0.15802901983261108,487.24560546875,671.436767578125,0.9999208450317383
561,406.9558410644531,659.8377075195312,0.9998703002929688,441.97674560546875,644.854736328125,0.9999814033508301,482.5238952636719,658.7885131835938,0.076995849609375,487.18365478515625,671.5164184570312,0.999935507774353
562,406.7002868652344,659.9894409179688,0.9997658729553223,442.174072265625,644.477294921875,0.9999687671661377,440.6279602050781,640.633544921875,0.09922975301742554,487.0226135253906,671.3981323242188,0.9999402165412903
563,409.6921691894531,662.4268188476562,0.999005913734436,402.6714172363281,656.5650634765625,0.9997007846832275,489.6643981933594,644.5990600585938,0.8764764070510864,494.943359375,669.6541137695312,0.9999728202819824
564,409.7282409667969,662.4303588867188,0.9988858699798584,402.8662109375,656.578369140625,0.9997393488883972,489.5791931152344,643.88330078125,0.9209119081497192,494.95281982421875,669.6651611328125,0.9999715089797974
565,408.06304931640625,661.615966796875,0.9990906715393066,402.88330078125,656.5128173828125,0.999679446220398,489.46319580078125,643.9029541015625,0.9404680728912354,494.9246826171875,669.677978515625,0.9999731779098511
566,408.1243591308594,661.5628051757812,0.9991040229797363,402.9264831542969,656.5509643554688,0.9996445178985596,489.4577941894531,643.9658203125,0.9314023852348328,494.9332580566406,669.639892578125,0.999972939491272
567,409.4923400878906,662.4552612304688,0.9994755387306213,402.8096618652344,656.5352172851562,0.999455451965332,489.4129638671875,643.1941528320312,0.9409766793251038,494.87811279296875,669.5593872070312,0.9999747276306152
568,408.123779296875,661.5852661132812,0.9994924068450928,402.95391845703125,656.6357421875,0.9993996024131775,489.28607177734375,642.969482421875,0.9597403407096863,494.9010009765625,669.57568359375,0.9999731183052063
569,408.0296325683594,661.406005859375,0.9995473027229309,402.81414794921875,656.5990600585938,0.999381422996521,488.9292907714844,642.3919067382812,0.9785336256027222,494.8064880371094,669.4983520507812,0.9999762773513794
570,408.09185791015625,661.3952026367188,0.9995501041412354,402.82916259765625,656.6449584960938,0.9994016885757446,488.7281494140625,642.2949829101562,0.9855639338493347,494.7991027832031,669.5098266601562,0.999976396560669
571,409.4922180175781,662.2446899414062,0.9995225667953491,402.7774963378906,656.5869750976562,0.999457061290741,487.348388671875,636.927978515625,0.9947567582130432,494.6723327636719,669.4353637695312,0.9999772310256958
572,409.59771728515625,662.2620849609375,0.9994937181472778,402.8216552734375,656.712158203125,0.9995516538619995,487.15728759765625,637.0621337890625,0.9941061735153198,494.6962890625,669.445556640625,0.9999779462814331
573,409.7001647949219,662.233642578125,0.9993785619735718,402.80615234375,656.6036376953125,0.9995733499526978,487.1702575683594,637.1611328125,0.9944043755531311,494.70526123046875,669.4441528320312,0.999980092048645
574,409.66900634765625,662.2163696289062,0.9994707107543945,402.81805419921875,656.78271484375,0.9995883703231812,487.22979736328125,637.104736328125,0.9935334324836731,494.6900634765625,669.57958984375,0.9999804496765137
575,409.5173645019531,662.2509765625,0.9995949864387512,402.58837890625,656.7786865234375,0.9995380640029907,487.2662048339844,636.8978881835938,0.9930180907249451,494.7924499511719,669.5049438476562,0.9999803900718689
576,409.5862731933594,662.2149047851562,0.9996550679206848,402.6927185058594,656.8767700195312,0.9996118545532227,487.5957946777344,636.9046020507812,0.9932034015655518,494.7782287597656,669.5166625976562,0.9999806880950928
577,409.4180908203125,662.1253051757812,0.9997295141220093,402.494873046875,656.7684936523438,0.9995309114456177,487.7410888671875,637.0228881835938,0.9934133291244507,494.8126220703125,669.465087890625,0.9999811053276062
578,409.4905700683594,662.0737915039062,0.9996351599693298,402.7764587402344,657.1961669921875,0.9995028972625732,489.0086975097656,641.390625,0.9875929951667786,494.8496398925781,669.4998779296875,0.999977707862854
579,407.95623779296875,660.7966918945312,0.999824047088623,402.9365539550781,657.4918212890625,0.9978491067886353,489.1343994140625,641.5693969726562,0.991363525390625,494.6449890136719,669.3543090820312,0.999980092048645
580,408.1027526855469,660.935791015625,0.9998741149902344,401.66485595703125,656.7994995117188,0.9962033033370972,489.304931640625,641.6407470703125,0.9950030446052551,494.6603088378906,669.2656860351562,0.9999818801879883
581,408.9399108886719,661.7838134765625,0.999782919883728,402.3333435058594,656.6033935546875,0.9986051917076111,489.6590881347656,641.030029296875,0.996942400932312,494.7734069824219,669.3330688476562,0.9999829530715942
582,407.7335510253906,661.9174194335938,0.9996338486671448,403.6573791503906,657.4190063476562,0.997642993927002,489.54345703125,641.7005004882812,0.9977906942367554,494.73101806640625,669.3898315429688,0.9999834299087524
583,407.0369873046875,661.7969360351562,0.9997514486312866,403.48260498046875,657.1152954101562,0.993971586227417,489.9642639160156,641.5454711914062,0.9979784488677979,494.7514343261719,669.243408203125,0.9999864101409912
584,408.3335876464844,660.8311157226562,0.9999563694000244,402.37994384765625,657.11767578125,0.9612067937850952,489.9392395019531,643.4537963867188,0.9725239276885986,494.5915222167969,669.1338500976562,0.9999833703041077
585,408.5445556640625,661.6927490234375,0.9999598264694214,402.43804931640625,654.1583862304688,0.9927284717559814,490.8539123535156,642.1327514648438,0.9936366677284241,494.98944091796875,669.0811157226562,0.999992311000824
586,408.5415344238281,661.7385864257812,0.9999391436576843,448.2364196777344,643.8224487304688,0.9980124235153198,491.54071044921875,642.3005981445312,0.9970777034759521,495.22149658203125,669.6390380859375,0.9999910593032837
587,408.6052551269531,661.4861450195312,0.9999614953994751,448.489990234375,643.5574951171875,0.9988037347793579,491.87066650390625,641.8963012695312,0.9981403946876526,495.2491455078125,669.718017578125,0.9999926090240479
588,408.43890380859375,661.11181640625,0.9999738335609436,447.4697265625,644.3995361328125,0.9996718168258667,492.79522705078125,641.6963500976562,0.9878197908401489,495.1230773925781,669.4517822265625,0.9999920129776001
589,407.8356628417969,660.6710205078125,0.9999885559082031,447.5460510253906,644.02294921875,0.9996310472488403,492.7015686035156,642.5565185546875,0.9213062524795532,495.1755676269531,669.3154907226562,0.9999912977218628
590,407.4964294433594,659.7438354492188,0.9999926090240479,446.39300537109375,644.01416015625,0.9995843172073364,493.267333984375,643.2633056640625,0.8915154933929443,495.0297546386719,669.3396606445312,0.9999881386756897
591,406.0221252441406,659.2303466796875,0.9999968409538269,444.7999267578125,643.9880981445312,0.9998671412467957,493.6648864746094,643.530517578125,0.8684642314910889,494.9508972167969,669.223388671875,0.9999877214431763
592,403.3975830078125,655.9911499023438,0.9999655485153198,443.48199462890625,644.59130859375,0.9999604821205139,493.56597900390625,643.6278076171875,0.9136884212493896,494.84661865234375,669.2332153320312,0.9999783039093018
593,405.29168701171875,647.88623046875,0.9980896711349487,439.3855895996094,644.52197265625,0.9994268417358398,495.5809020996094,643.9579467773438,0.9299935102462769,494.7491760253906,669.1314086914062,0.9999666213989258
594,438.90771484375,644.6161499023438,0.9984725713729858,441.35211181640625,642.0582885742188,0.9624300003051758,492.61090087890625,645.1212768554688,0.9539337158203125,493.1463623046875,670.4918212890625,0.9999666810035706
595,437.8960266113281,640.2739868164062,0.9986622333526611,434.6822204589844,640.8934936523438,0.8576210737228394,495.05316162109375,644.349609375,0.971160888671875,492.669677734375,670.4015502929688,0.9999772906303406
596,453.602783203125,620.5960083007812,0.9992690086364746,492.2297058105469,638.7896728515625,0.5511713624000549,494.2161865234375,644.005615234375,0.9412569999694824,492.58770751953125,670.3615112304688,0.9999908208847046
597,440.5991516113281,592.2703247070312,0.9971483945846558,371.36688232421875,647.4761962890625,0.144300639629364,490.19268798828125,642.9317626953125,0.9252330660820007,492.250244140625,670.5100708007812,0.9999924898147583
598,452.5857849121094,591.5138549804688,0.9782036542892456,371.33355712890625,647.9335327148438,0.8173294067382812,489.3076171875,641.6500244140625,0.9865197539329529,491.7665100097656,670.8580322265625,0.9999929666519165
599,467.54510498046875,589.62451171875,0.9792473316192627,372.0097351074219,647.3690185546875,0.7695444822311401,490.1744384765625,641.6349487304688,0.9792488813400269,491.3772888183594,671.1671142578125,0.9999923706054688
600,495.38861083984375,673.6459350585938,0.0027001500129699707,373.876220703125,646.4990234375,0.24805667996406555,489.3807678222656,640.8674926757812,0.9962762594223022,490.9605712890625,671.6292724609375,0.9999895691871643
601,495.2194519042969,673.4526977539062,0.0027659833431243896,484.5680236816406,667.5086669921875,0.053432971239089966,487.8175048828125,636.8482055664062,0.9850516319274902,490.28607177734375,671.3113403320312,0.9999828338623047
602,496.306396484375,656.8309936523438,0.00213778018951416,482.768798828125,667.4111328125,0.1909123659133911,499.0523986816406,643.4144287109375,0.1604461967945099,488.55718994140625,672.6914672851562,0.9999682903289795
603,559.665771484375,661.3777465820312,0.024061352014541626,649.418212890625,631.1367797851562,0.9913100600242615,482.52740478515625,663.0851440429688,0.14581447839736938,486.4042663574219,673.6502075195312,0.9999418258666992
604,558.6033325195312,667.7115478515625,0.0024487972259521484,641.9533081054688,643.5159301757812,0.9899935126304626,641.2406616210938,642.6859130859375,0.8121289014816284,485.44439697265625,673.3475952148438,0.9999783039093018
605,551.6954345703125,660.894287109375,0.08524414896965027,479.4985046386719,671.7348022460938,0.017568349838256836,642.1898803710938,638.8760986328125,0.6477163434028625,485.4077453613281,672.740234375,0.9999867677688599
606,553.4256591796875,662.6412353515625,0.10819032788276672,629.6629638671875,640.5472412109375,0.8554210662841797,554.2445068359375,660.9610595703125,0.7404125928878784,486.9794616699219,671.0737915039062,0.9999525547027588
607,679.8248291015625,662.82568359375,0.5194735527038574,688.5643310546875,657.755615234375,0.9930382370948792,617.3853759765625,672.3668823242188,0.7662167549133301,488.7685241699219,670.294189453125,0.999585747718811
608,682.6318359375,668.1253051757812,0.9010091423988342,691.8869018554688,660.4703979492188,0.965110719203949,691.5640869140625,655.7696533203125,0.9192688465118408,490.5565490722656,671.8717041015625,0.9956930875778198
609,682.3689575195312,667.7819213867188,0.8598133325576782,695.6566162109375,659.6775512695312,0.9314154982566833,616.4954833984375,653.7123413085938,0.9743449091911316,491.1445007324219,672.4003295898438,0.9952636361122131
610,684.1570434570312,668.3217163085938,0.8765454292297363,695.8702392578125,659.6066284179688,0.8353148102760315,692.972412109375,654.6791381835938,0.978834867477417,491.96441650390625,672.1752319335938,0.996902346611023
611,689.5609741210938,666.2354736328125,0.8102583289146423,495.790771484375,666.9208984375,0.8953251838684082,695.0868530273438,655.0436401367188,0.9959301948547363,494.5434265136719,669.2194213867188,0.9876453876495361
612,690.0564575195312,666.7202758789062,0.844714343547821,515.3203125,663.8223266601562,0.9999924898147583,694.00146484375,658.2548217773438,0.9779872894287109,517.3341674804688,665.2485961914062,0.0383056104183197
613,685.0181884765625,671.0953979492188,0.96407550573349,543.0905151367188,634.8339233398438,0.997492790222168,696.3121337890625,655.9013671875,0.982138454914093,561.472412109375,658.0392456054688,0.3942275643348694
614,685.0834350585938,670.8098754882812,0.9933333992958069,549.5811767578125,633.6334838867188,0.9727293252944946,697.1267700195312,654.4463500976562,0.9850581884384155,583.9253540039062,663.9264526367188,0.0800427794456482
615,685.688232421875,671.5302124023438,0.9884753823280334,555.8485717773438,634.2686767578125,0.9849839210510254,619.3560791015625,675.4058227539062,0.946375846862793,622.767333984375,685.6524047851562,0.4645400643348694
616,687.6282348632812,672.4375610351562,0.9912253618240356,696.5789184570312,663.4409790039062,0.2127474546432495,628.1917724609375,659.1957397460938,0.8847979307174683,632.0696411132812,685.649169921875,0.8529250621795654
617,687.6326904296875,672.7933959960938,0.9833210706710815,697.67236328125,663.9465942382812,0.1959780752658844,697.888427734375,662.1300048828125,0.19451597332954407,589.7399291992188,657.5628051757812,0.8942688703536987
618,685.9815673828125,673.7796630859375,0.910906195640564,686.2216186523438,671.434326171875,0.3192460536956787,692.416259765625,664.639892578125,0.24754628539085388,588.7463989257812,655.9635009765625,0.9987375736236572
619,685.0880737304688,674.7986450195312,0.8310291171073914,686.0288696289062,672.1011352539062,0.26903629302978516,692.0256958007812,666.1732177734375,0.2935691475868225,588.66357421875,655.6783447265625,0.9997169971466064
620,685.1966552734375,676.8208618164062,0.2548075318336487,686.7150268554688,672.3033447265625,0.5521849393844604,691.3287963867188,667.5050659179688,0.6752513647079468,588.517333984375,655.4059448242188,0.999880313873291
621,684.8220825195312,678.1841430664062,0.08316648006439209,731.4110107421875,633.6092529296875,0.9553284645080566,691.1390991210938,667.6388549804688,0.9301639199256897,588.726806640625,655.1751098632812,0.9997294545173645
622,685.8726806640625,678.3709106445312,0.010933250188827515,750.1414794921875,641.0708618164062,0.9582664966583252,691.9923095703125,667.5931396484375,0.9942550659179688,588.919677734375,654.6947021484375,0.9998534917831421
623,686.037109375,678.874755859375,0.01190224289894104,753.052490234375,645.8895874023438,0.9999996423721313,691.9353637695312,668.5799560546875,0.9984196424484253,589.0923461914062,654.3724365234375,0.9999315738677979
624,686.1358642578125,679.532470703125,0.005903363227844238,752.7545166015625,646.600341796875,0.9999998807907104,692.0846557617188,668.3462524414062,0.999537467956543,589.4620361328125,654.0859985351562,0.9999524354934692
625,686.1370239257812,679.4906616210938,0.0049363672733306885,752.5235595703125,646.8475952148438,0.9999998807907104,692.8512573242188,668.0872192382812,0.999858021736145,589.233154296875,654.6716918945312,0.999988853931427
626,685.6968994140625,674.8247680664062,0.0043250322341918945,752.5177001953125,646.2112426757812,0.9999998807907104,692.9946899414062,668.814208984375,0.9999685287475586,590.2314453125,654.28173828125,0.9999971389770508
627,761.13427734375,650.63671875,0.005028814077377319,752.464599609375,646.503173828125,0.9999998807907104,692.95263671875,668.8607177734375,0.9999933242797852,591.0973510742188,654.4267578125,0.9999984502792358
628,761.2662353515625,650.455810546875,0.004326462745666504,752.1033935546875,646.4495239257812,0.9999998807907104,693.2864990234375,669.1951904296875,0.9999915361404419,591.6221313476562,654.0234985351562,0.9999984502792358
629,761.0574951171875,650.4317626953125,0.004210442304611206,751.6787719726562,646.2509155273438,0.9999998807907104,693.7779541015625,669.2817993164062,0.9999959468841553,591.7818603515625,654.101806640625,0.9999984502792358
630,761.0391235351562,650.6793823242188,0.0036961138248443604,751.4605102539062,646.2332153320312,1.0,693.6585693359375,669.6206665039062,0.9999974966049194,592.1404418945312,654.2026977539062,0.9999986290931702
631,755.9544067382812,655.4138793945312,0.004670143127441406,751.2816772460938,646.3787841796875,0.9999998807907104,693.085205078125,669.79833984375,0.9999969005584717,592.5413818359375,654.2461547851562,0.9999985694885254
632,756.0355834960938,655.314208984375,0.006142139434814453,751.089599609375,646.5616455078125,0.9999997615814209,692.7429809570312,669.8026123046875,0.999998152256012,592.6513671875,654.1146850585938,0.9999985694885254
633,756.0106201171875,655.3140869140625,0.005217701196670532,751.1658935546875,646.54248046875,0.9999997615814209,692.5760498046875,669.5596923828125,0.9999991655349731,592.4104614257812,654.1580200195312,0.9999983310699463
634,756.202880859375,655.390869140625,0.007578015327453613,751.1151123046875,646.6107177734375,0.9999997019767761,692.1837158203125,669.225341796875,0.999999463558197,592.4644165039062,654.0623779296875,0.9999986290931702
635,760.6963500976562,650.3204956054688,0.0071367621421813965,751.1620483398438,646.7198486328125,0.9999996423721313,691.6751708984375,669.046142578125,0.999999463558197,592.4864501953125,653.799072265625,0.999998927116394
636,760.7603759765625,650.2904052734375,0.006884396076202393,751.3257446289062,646.9373168945312,0.9999996423721313,691.8194580078125,668.93994140625,0.9999995827674866,592.525634765625,653.8130493164062,0.9999988079071045
637,756.0428466796875,655.2478637695312,0.028502166271209717,752.7056884765625,647.2079467773438,0.999999463558197,691.5249633789062,668.7197265625,0.9999990463256836,592.455078125,653.9300537109375,0.999998927116394
638,755.8511962890625,655.3448486328125,0.02500775456428528,752.9735107421875,647.1091918945312,0.999999463558197,691.4991455078125,668.9107666015625,0.9999990463256836,592.3833618164062,654.05029296875,0.9999986886978149
639,756.3131103515625,648.954345703125,0.036929965019226074,753.8283081054688,646.6383056640625,0.9999973773956299,691.2610473632812,668.822265625,0.9999991655349731,592.6124267578125,653.839599609375,0.9999985694885254
640,748.2621459960938,651.881591796875,0.0309603214263916,754.0694580078125,646.5247802734375,0.9999940395355225,691.109375,669.0804443359375,0.9999987483024597,592.5975341796875,653.8885498046875,0.9999982118606567
641,756.1680297851562,648.563720703125,0.03598204255104065,753.8502807617188,646.5454711914062,0.9999883770942688,690.8817749023438,669.430908203125,0.9999980926513672,592.69677734375,653.8486328125,0.9999983310699463
642,761.2456665039062,647.5783081054688,0.04801788926124573,753.7566528320312,646.839111328125,0.9999856948852539,690.8899536132812,669.4664916992188,0.9999977350234985,592.9365844726562,653.5479736328125,0.9999977350234985
643,761.304931640625,647.5007934570312,0.04573863744735718,753.7391357421875,646.809326171875,0.9999837875366211,690.9089965820312,669.424072265625,0.9999970197677612,592.9573364257812,653.4619750976562,0.9999974966049194
644,761.1680297851562,647.5191650390625,0.06063780188560486,753.7841186523438,646.9512329101562,0.9999801516532898,690.6314697265625,669.7726440429688,0.9999947547912598,592.89599609375,653.349853515625,0.9999973177909851
645,761.3153686523438,647.3607788085938,0.06287038326263428,754.0859985351562,646.8585205078125,0.9999856948852539,690.3887329101562,669.6351318359375,0.9999939799308777,593.014892578125,653.2334594726562,0.9999964833259583
646,761.6785888671875,647.2575073242188,0.06183123588562012,754.5053100585938,647.0330810546875,0.9999892711639404,690.5933227539062,669.4574584960938,0.9999895095825195,593.3238525390625,653.5505981445312,0.9999959468841553
647,761.6845092773438,647.2271118164062,0.06607750058174133,754.4525146484375,646.9358520507812,0.9999871850013733,691.0208740234375,669.62646484375,0.9999833106994629,593.4258422851562,653.5339965820312,0.9999949336051941
648,761.7119140625,647.2669067382812,0.06396469473838806,754.5018310546875,647.0618286132812,0.9999852180480957,691.1396484375,669.74072265625,0.9999772310256958,593.5364379882812,653.5428466796875,0.9999936819076538
649,761.8286743164062,647.449951171875,0.06053614616394043,754.6058959960938,646.8802490234375,0.9999862909317017,691.89013671875,669.3440551757812,0.9999666213989258,593.2139892578125,653.88623046875,0.9999920129776001
650,756.7426147460938,648.616455078125,0.06825834512710571,754.3924560546875,646.5440673828125,0.9999866485595703,692.5634155273438,669.3165283203125,0.9999637603759766,593.2999877929688,653.7053833007812,0.9999921321868896
651,756.4866943359375,648.7367553710938,0.09292769432067871,754.5587768554688,647.0895385742188,0.999992847442627,692.4931640625,669.3182373046875,0.9999613761901855,593.131103515625,653.8885498046875,0.9999901652336121
652,756.4129638671875,649.0049438476562,0.08823591470718384,754.7998046875,647.3136596679688,0.9999948143959045,692.3709716796875,669.2092895507812,0.9999417066574097,593.4703369140625,654.131591796875,0.9999922513961792
653,760.702880859375,649.4315185546875,0.025670289993286133,754.251708984375,647.2775268554688,0.9999977350234985,691.2421875,669.1908569335938,0.9999562501907349,593.2093505859375,653.9825439453125,0.9999876022338867
654,760.8530883789062,649.4566650390625,0.01947769522666931,753.7216796875,647.432861328125,0.9999982118606567,690.9820556640625,668.844482421875,0.9999617338180542,593.432373046875,653.9820556640625,0.9999886751174927
